"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031312","Browns Plains","A","Annual","2016","2016",7637,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031313","Chambers Flat - Logan Reserve","A","Annual","2016","2016",5259,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031314","Crestmead","A","Annual","2016","2016",12377,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031315","Greenbank Military Camp","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031316","Hillcrest","A","Annual","2016","2016",8461,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031317","Marsden","A","Annual","2016","2016",14903,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031318","Munruben - Park Ridge South","A","Annual","2016","2016",4776,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031319","Regents Park - Heritage Park","A","Annual","2016","2016",16527,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2016","2016",46930,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311041320","Greenbank","A","Annual","2016","2016",13224,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311041321","Jimboomba","A","Annual","2016","2016",26536,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311041322","Logan Village","A","Annual","2016","2016",7170,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31105","Loganlea - Carbrook","A","Annual","2016","2016",62016,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051323","Bethania - Waterford","A","Annual","2016","2016",11243,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051324","Cornubia - Carbrook","A","Annual","2016","2016",8800,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051325","Loganholme - Tanah Merah","A","Annual","2016","2016",11545,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051326","Loganlea","A","Annual","2016","2016",10814,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051327","Shailer Park","A","Annual","2016","2016",12113,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311051328","Waterford West","A","Annual","2016","2016",7501,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2016","2016",80066,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061329","Daisy Hill","A","Annual","2016","2016",6895,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061330","Kingston (Qld.)","A","Annual","2016","2016",10782,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061331","Logan Central","A","Annual","2016","2016",6308,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061332","Rochedale South - Priestdale","A","Annual","2016","2016",15984,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061333","Slacks Creek","A","Annual","2016","2016",10800,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061334","Springwood","A","Annual","2016","2016",9608,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061335","Underwood","A","Annual","2016","2016",6699,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311061336","Woodridge","A","Annual","2016","2016",12990,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","313","Moreton Bay - North","A","Annual","2016","2016",242629,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31301","Bribie - Beachmere","A","Annual","2016","2016",33613,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313011362","Beachmere - Sandstone Point","A","Annual","2016","2016",15148,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313011363","Bribie Island","A","Annual","2016","2016",18465,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31302","Caboolture","A","Annual","2016","2016",69426,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021364","Burpengary - East","A","Annual","2016","2016",4064,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021365","Caboolture","A","Annual","2016","2016",27635,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021366","Caboolture - South","A","Annual","2016","2016",20938,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021367","Elimbah","A","Annual","2016","2016",4049,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021368","Morayfield - East","A","Annual","2016","2016",8713,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313021369","Wamuran","A","Annual","2016","2016",4027,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31303","Caboolture Hinterland","A","Annual","2016","2016",13668,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313031370","Kilcoy","A","Annual","2016","2016",5564,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313031371","Woodford - D'Aguilar","A","Annual","2016","2016",8104,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2016","2016",64693,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313041372","Burpengary","A","Annual","2016","2016",14420,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313041373","Deception Bay","A","Annual","2016","2016",22984,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313041374","Morayfield","A","Annual","2016","2016",4976,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313041375","Narangba","A","Annual","2016","2016",19204,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313041376","Upper Caboolture","A","Annual","2016","2016",3109,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31305","Redcliffe","A","Annual","2016","2016",61229,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313051377","Clontarf","A","Annual","2016","2016",8470,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313051378","Margate - Woody Point","A","Annual","2016","2016",12126,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313051379","Redcliffe","A","Annual","2016","2016",10397,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313051380","Rothwell - Kippa-Ring","A","Annual","2016","2016",17622,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","313051542","Scarborough - Newport - Moreton Island","A","Annual","2016","2016",12614,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","314","Moreton Bay - South","A","Annual","2016","2016",201628,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31401","The Hills District","A","Annual","2016","2016",89224,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011382","Albany Creek","A","Annual","2016","2016",16369,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011383","Cashmere","A","Annual","2016","2016",19502,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011384","Dayboro","A","Annual","2016","2016",8730,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011385","Eatons Hill","A","Annual","2016","2016",8262,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011386","The Hills District","A","Annual","2016","2016",24231,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314011387","Samford Valley","A","Annual","2016","2016",12130,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31402","North Lakes","A","Annual","2016","2016",73908,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314021388","Dakabin - Kallangur","A","Annual","2016","2016",24631,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314021389","Murrumba Downs - Griffin","A","Annual","2016","2016",18136,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314021390","North Lakes - Mango Hill","A","Annual","2016","2016",31141,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31403","Strathpine","A","Annual","2016","2016",38496,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314031391","Bray Park","A","Annual","2016","2016",10581,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314031392","Lawnton","A","Annual","2016","2016",6212,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314031393","Petrie","A","Annual","2016","2016",8954,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","314031394","Strathpine - Brendale","A","Annual","2016","2016",12749,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","3RQLD","Rest of Qld","A","Annual","2016","2016",2488636,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","306","Cairns","A","Annual","2016","2016",247762,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30601","Cairns - North","A","Annual","2016","2016",54554,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011138","Brinsmead","A","Annual","2016","2016",5580,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011139","Clifton Beach - Kewarra Beach","A","Annual","2016","2016",11197,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011140","Freshwater - Stratford","A","Annual","2016","2016",3760,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011141","Redlynch","A","Annual","2016","2016",13278,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011142","Trinity Beach - Smithfield","A","Annual","2016","2016",14450,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306011143","Yorkeys Knob - Machans Beach","A","Annual","2016","2016",6289,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30602","Cairns - South","A","Annual","2016","2016",104395,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021144","Bentley Park","A","Annual","2016","2016",8284,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021145","Cairns City","A","Annual","2016","2016",12089,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021146","Earlville - Bayview Heights","A","Annual","2016","2016",8563,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021147","Edmonton","A","Annual","2016","2016",11084,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021148","Gordonvale - Trinity","A","Annual","2016","2016",8908,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021149","Kanimbla - Mooroobool","A","Annual","2016","2016",10221,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021150","Lamb Range","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021151","Manoora","A","Annual","2016","2016",6257,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021152","Manunda","A","Annual","2016","2016",5600,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021153","Mount Sheridan","A","Annual","2016","2016",8516,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021154","Westcourt - Bungalow","A","Annual","2016","2016",6553,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021155","White Rock","A","Annual","2016","2016",4878,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021156","Whitfield - Edge Hill","A","Annual","2016","2016",8483,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306021157","Woree","A","Annual","2016","2016",4959,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30603","Innisfail - Cassowary Coast","A","Annual","2016","2016",35601,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306031158","Babinda","A","Annual","2016","2016",4312,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306031159","Innisfail","A","Annual","2016","2016",9637,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","306031160","Johnstone","A","Annual","2016","2016",8025,,
